Date,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Value,log_price,dif_log_price,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,dw1,dw2,dw3,dw4,dw5,dw6,dw7,dw8,dw9,dw10,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,dprice
2017/9/22,168,137,137,92,109,161,113,173,104,132,3658.8982 ,8.204917338,-0.083506926,0.045915462,0.037442966,0.037442966,0.025144181,0.029790389,0.044002318,0.030883614,0.047281993,0.028423857,0.036076434,0.020271611,0.012804756,0.011296294,0.006791229,0.00590641,0.015090132,0.009765148,0.015101474,-0.005767944,0.013198096,66,39,33,19,14,46,29,45,-32,41,(318.6635)
2017/9/23,99,113,116,69,78,107,112,186,84,127,3637.5026 ,8.199052613,-0.005864726,0.027216476,0.03106527,0.031890012,0.018969059,0.021443284,0.029415787,0.030790356,0.051133985,0.023092767,0.034914065,-0.018698986,-0.006377696,-0.005552954,-0.006175123,-0.008347105,-0.014586531,-9.32578E-05,0.003851991,-0.00533109,-0.001162369,-69,-24,-21,-23,-31,-54,-1,13,-20,-5,(21.3956)
2017/9/24,68,91,110,79,116,73,142,179,97,83,3776.3869 ,8.236522985,0.037470372,0.01800663,0.024097107,0.029128371,0.020919467,0.030717192,0.019330646,0.037602079,0.047399804,0.025685927,0.02197868,-0.009209846,-0.006968163,-0.002761641,0.001950408,0.009273908,-0.01008514,0.006811723,-0.00373418,0.00259316,-0.012935385,-31,-22,-6,10,38,-34,30,-7,13,-44,138.8844 
2017/9/25,48,83,85,73,47,84,68,89,89,81,3703.0407 ,8.216909558,-0.019613427,0.012962321,0.022414013,0.022954109,0.019713529,0.012692272,0.022684061,0.018363287,0.024034303,0.024034303,0.021873916,-0.005044309,-0.001683095,-0.006174262,-0.001205937,-0.018024919,0.003353415,-0.019238792,-0.023365502,-0.001651625,-0.000104764,-20,-8,-25,-6,-69,11,-74,-90,-8,-2,(73.3463)
2017/9/26,94,129,151,94,171,124,146,192,128,115,3942.5550 ,8.279584269,0.062674711,0.023842407,0.032719899,0.038300036,0.023842407,0.043372889,0.031451686,0.037031823,0.048699384,0.032466256,0.029168902,0.010880086,0.010305886,0.015345927,0.004128878,0.030680617,0.008767625,0.018668536,0.024665081,0.008431953,0.007294986,46,46,66,21,124,40,78,103,39,34,239.5144 
2017/9/27,95,91,102,99,112,99,113,131,89,77,3910.3074 ,8.271371264,-0.008213005,0.024294765,0.023271828,0.026084906,0.025317703,0.02864225,0.025317703,0.028897984,0.033501203,0.022760359,0.019691547,0.000452359,-0.009448071,-0.012215131,0.001475296,-0.014730639,-0.006133983,-0.008133839,-0.015198181,-0.009705897,-0.009477355,1,-38,-49,5,-59,-25,-33,-61,-39,-38,(32.2476)
2017/9/28,116,127,103,94,97,136,122,144,147,89,4202.5550 ,8.343447949,0.072076684,0.027602256,0.030219712,0.0245089,0.022367346,0.023081197,0.032361266,0.029029959,0.03426487,0.034978721,0.021177593,0.003307491,0.006947884,-0.001576006,-0.002950357,-0.005561052,0.007043563,0.000131975,0.000763667,0.012218362,0.001486047,21,36,1,-5,-15,37,9,13,58,12,292.2476 
2017/9/29,90,89,143,63,107,87,99,109,97,78,4201.9891 ,8.343313275,-0.000134673,0.021418428,0.021180445,0.034031502,0.0149929,0.025464131,0.02070448,0.023560271,0.025940096,0.023084306,0.018562638,-0.006183828,-0.009039266,0.009522602,-0.007374446,0.002382934,-0.011656786,-0.005469688,-0.008324774,-0.011894416,-0.002614956,-26,-38,40,-31,10,-49,-23,-35,-50,-11,(0.5659)
2017/9/30,94,136,118,74,154,161,131,129,137,115,4193.5747 ,8.341308792,-0.002004484,0.022415244,0.032430566,0.028138285,0.017646043,0.036722847,0.038392067,0.031238266,0.030761346,0.032669026,0.027422905,0.000996816,0.011250121,-0.005893217,0.002653144,0.011258716,0.017687587,0.007677995,0.00482125,0.00958472,0.008860267,4,47,-25,11,47,74,32,20,40,37,(8.4144)
2017/10/1,65,85,64,62,120,90,302,121,63,55,4335.3683 ,8.374561849,0.033253057,0.014992959,0.019606177,0.014762298,0.014300976,0.027679309,0.020759482,0.069659595,0.02790997,0.014531637,0.01268635,-0.007422285,-0.012824389,-0.013375987,-0.003345067,-0.009043538,-0.017632585,0.038421329,-0.002851376,-0.018137389,-0.014736555,-29,-51,-54,-12,-34,-71,171,-8,-74,-60,141.7937 
2017/10/2,135,131,106,84,131,103,86,114,106,109,4360.7230 ,8.380393141,0.005831292,0.030958169,0.03004089,0.024307896,0.019262861,0.03004089,0.023619937,0.0197215,0.026142454,0.024307896,0.024995855,0.01596521,0.010434713,0.009545598,0.004961885,0.002361581,0.002860455,-0.049938094,-0.001767516,0.009776259,0.012309505,70,46,42,22,11,13,-216,-7,43,54,25.3546 
2017/10/3,64,65,59,63,58,63,91,133,50,67,4386.8838 ,8.386374402,0.005981261,0.014588944,0.014816896,0.013449182,0.014360991,0.01322123,0.014360991,0.020743654,0.030317649,0.011397612,0.0152728,-0.016369226,-0.015223994,-0.010858713,-0.004901869,-0.01681966,-0.009258945,0.001022154,0.004175195,-0.012910284,-0.009723055,-71,-66,-47,-21,-73,-40,5,19,-56,-42,26.1608 
2017/10/4,70,100,112,58,83,135,109,200,86,119,4293.3066 ,8.364812484,-0.021561918,0.016304449,0.02329207,0.026087119,0.013509401,0.019332419,0.031444295,0.025388357,0.046584141,0.020031181,0.027717564,0.001715506,0.008475175,0.012637936,-0.000851591,0.006111188,0.017083304,0.004644703,0.016266492,0.008633568,0.012444763,6,35,53,-5,25,72,18,67,36,52,(93.5772)
2017/10/5,88,118,82,81,89,113,73,114,107,96,4225.1750 ,8.348815959,-0.015996525,0.02082754,0.027927837,0.01940748,0.019170804,0.021064216,0.026744454,0.017277391,0.026981131,0.025324395,0.022720952,0.00452309,0.004635767,-0.006679639,0.005661403,0.001731798,-0.004699841,-0.008110966,-0.01960301,0.005293214,-0.004996612,18,18,-30,23,6,-22,-36,-86,21,-23,(68.1316)
2017/10/6,79,67,57,62,57,75,139,87,78,55,4338.8520 ,8.375365076,0.026549117,0.018207581,0.015441873,0.013137116,0.014289494,0.013137116,0.017285678,0.032036124,0.020051387,0.017977105,0.012676164,-0.002619959,-0.012485965,-0.006270365,-0.004881309,-0.007927101,-0.009458776,0.014758733,-0.006929744,-0.007347289,-0.010044788,-9,-51,-25,-19,-32,-38,66,-27,-29,-41,113.6770 
2017/10/7,84,43,44,41,43,67,65,99,51,61,4345.6033 ,8.376919885,0.001554809,0.019329882,0.009895059,0.010125176,0.009434823,0.009895059,0.015417882,0.014957647,0.022781647,0.011736,0.014037176,0.001122301,-0.005546814,-0.003011939,-0.004854671,-0.003242057,-0.001867796,-0.017078477,0.00273026,-0.006241106,0.001361012,5,-24,-13,-21,-14,-8,-74,12,-27,6,6.7513 
2017/10/8,114,62,63,54,54,60,60,54,78,63,4376.1917 ,8.383934143,0.007014258,0.026050047,0.01416757,0.014396079,0.012339496,0.012339496,0.013710551,0.013710551,0.012339496,0.017823717,0.014396079,0.006720165,0.004272511,0.004270902,0.002904673,0.002444437,-0.001707331,-0.001247096,-0.010442151,0.006087717,0.000358903,30,19,19,13,11,-7,-5,-45,27,2,30.5883 
2017/10/9,117,120,85,65,198,107,90,97,135,87,4602.2809 ,8.434307304,0.050373161,0.025422177,0.026074028,0.018469103,0.014123432,0.043022146,0.023249342,0.019555521,0.021076506,0.029333281,0.01890367,-0.00062787,0.011906458,0.004073024,0.001783936,0.03068265,0.00953879,0.00584497,0.00873701,0.011509565,0.004507591,3,58,22,11,144,47,30,43,57,24,226.0892 
2017/10/10,146,117,103,67,132,113,99,134,102,108,4777.9678 ,8.471770592,0.037463288,0.030556924,0.024487398,0.021557282,0.014022698,0.027626808,0.023650222,0.020720106,0.028045396,0.021347988,0.022603752,0.005134747,-0.00158663,0.003088179,-0.000100734,-0.015395338,0.000400881,0.001164585,0.00696889,-0.007985293,0.003700082,29,-3,18,2,-66,6,9,37,-33,21,175.6869 
2017/10/11,60,48,67,59,88,80,53,82,57,68,4782.2800 ,8.472672699,0.000902107,0.012546317,0.010037053,0.014010054,0.012337212,0.018401265,0.016728422,0.01108258,0.017146633,0.011919001,0.014219159,-0.018010607,-0.014450345,-0.007547228,-0.001685487,-0.009225543,-0.0069218,-0.009637526,-0.010898763,-0.009428987,-0.008384593,-86,-69,-36,-8,-44,-33,-46,-52,-45,-40,4.3122 
2017/10/12,83,61,64,88,81,72,50,71,80,50,4819.4858 ,8.480422514,0.007749815,0.017221754,0.012656952,0.013279425,0.018259209,0.016806772,0.014939353,0.010374551,0.014731862,0.016599281,0.010374551,0.004675438,0.002619899,-0.000730629,0.005921998,-0.001594492,-0.001789069,-0.000708029,-0.002414771,0.00468028,-0.003844608,23,13,-3,29,-7,-8,-3,-11,23,-18,37.2058 
2017/10/13,93,64,76,66,93,71,55,87,79,62,5325.1307 ,8.580192532,0.099770018,0.01746436,0.012018484,0.01427195,0.012394062,0.01746436,0.013333006,0.010328385,0.016337627,0.014835317,0.011642907,0.000242606,-0.000638468,0.000992525,-0.005865147,0.000657588,-0.001606347,-4.61658E-05,0.001605765,-0.001763965,0.001268356,10,3,12,-22,12,-1,5,16,-1,12,505.6449 
2017/10/14,111,80,73,62,107,76,79,91,73,86,5563.8066 ,8.624037787,0.043845256,0.01995037,0.014378645,0.013120514,0.01114345,0.019231438,0.013659713,0.014198912,0.016355709,0.013120514,0.015457043,0.00248601,0.002360161,-0.001151437,-0.001250612,0.001767078,0.000326707,0.003870527,1.80816E-05,-0.001714803,0.003814137,18,16,-3,-4,14,5,24,4,-6,24,238.6759 
2017/10/15,63,80,72,49,109,89,64,117,74,89,5739.4387 ,8.655116703,0.031078915,0.010976683,0.013938645,0.012544781,0.00853742,0.018991404,0.015506743,0.011150916,0.020385269,0.012893247,0.015506743,-0.008973687,-0.00044,-0.000575733,-0.00260603,-0.000240034,0.00184703,-0.003047996,0.00402956,-0.000227267,4.96993E-05,-48,0,-1,-13,2,13,-15,26,1,3,175.6322 
2017/10/16,120,54,90,47,56,62,77,69,79,79,5647.3117 ,8.6389349,-0.016181803,0.021249049,0.009562072,0.015936786,0.008322544,0.009916223,0.010978675,0.013634806,0.012218203,0.013988957,0.013988957,0.010272366,-0.004376573,0.003392006,-0.000214876,-0.009075181,-0.004528068,0.00248389,-0.008167066,0.00109571,-0.001517786,57,-26,18,-2,-53,-27,13,-48,5,-10,(92.1271)
2017/10/17,56,74,79,42,68,70,65,115,69,76,5711.2059 ,8.650185465,0.011250566,0.009805285,0.012956983,0.013832455,0.007353964,0.011906417,0.012256606,0.011381134,0.020135853,0.012081512,0.013307172,-0.011443764,0.003394912,-0.002104331,-0.00096858,0.001990195,0.001277931,-0.002253672,0.00791765,-0.001907445,-0.000681785,-64,20,-11,-5,12,8,-12,46,-10,-3,63.8942 
2017/10/18,65,105,91,96,94,81,72,139,102,115,5603.7129 ,8.631184682,-0.019000783,0.011599452,0.018737577,0.016239233,0.017131499,0.016774592,0.014454702,0.012848624,0.024804982,0.018202217,0.020522108,0.001794167,0.005780593,0.002406778,0.009777535,0.004868175,0.002198096,0.00146749,0.00466913,0.006120706,0.007214935,9,31,12,54,26,11,7,24,33,39,(107.4929)
2017/10/19,140,109,73,70,61,99,82,229,86,129,5546.1761 ,8.620863978,-0.010320704,0.025242617,0.019653181,0.013162222,0.012621309,0.010998569,0.017850136,0.014784961,0.041289709,0.015506179,0.023259269,0.013643165,0.000915604,-0.003077011,-0.00451019,-0.005776023,0.003395435,0.001936338,0.016484727,-0.002696038,0.002737161,75,4,-18,-26,-33,18,10,90,-16,14,(57.5368)
2017/10/20,194,151,142,133,227,197,159,183,168,161,5727.6335 ,8.653057723,0.032193744,0.033870882,0.026363419,0.024792089,0.023220759,0.039632424,0.034394659,0.027760156,0.031950368,0.029331486,0.02810934,0.008628265,0.006710238,0.011629867,0.010599451,0.028633855,0.016544522,0.012975195,-0.009339341,0.013825307,0.004850072,54,42,69,63,166,98,77,-46,82,32,181.4574 
2017/10/21,162,102,128,75,158,94,84,119,123,77,5979.4598 ,8.696085515,0.043027792,0.027092748,0.017058397,0.021406616,0.012542939,0.026423791,0.015720484,0.014048092,0.019901463,0.02057042,0.012877417,-0.006778134,-0.009305022,-0.003385473,-0.010677821,-0.013208633,-0.018674175,-0.013712064,-0.012048905,-0.008761066,-0.015231923,-32,-49,-14,-58,-69,-103,-75,-64,-45,-84,251.8263 
2017/10/22,92,62,57,23,69,51,57,79,58,60,6020.3717 ,8.702904278,0.006818763,0.015281449,0.010298367,0.009467854,0.003820362,0.011461086,0.008471238,0.009467854,0.013122113,0.009633957,0.009966162,-0.0118113,-0.00676003,-0.011938762,-0.008722577,-0.014962705,-0.007249246,-0.004580238,-0.00677935,-0.010936463,-0.002911255,-70,-40,-71,-52,-89,-43,-27,-40,-65,-17,40.9118 
2017/10/23,106,82,70,71,54,97,76,84,83,72,5983.1846 ,8.696708239,-0.006196039,0.017716318,0.013705076,0.011699455,0.01186659,0.009025294,0.016212102,0.012702266,0.014039346,0.013872211,0.012033725,0.002434869,0.003406709,0.002231601,0.008046228,-0.002435792,0.007740865,0.003234412,0.000917233,0.004238255,0.002067563,14,20,13,48,-15,46,19,5,25,12,(37.1871)
2017/10/24,156,130,91,75,77,130,100,178,141,114,5876.0799 ,8.678645129,-0.018063109,0.026548312,0.022123593,0.015486515,0.012763611,0.013103974,0.022123593,0.017018149,0.030292304,0.023995589,0.019400689,0.008831994,0.008418517,0.00378706,0.000897021,0.00407868,0.005911491,0.004315883,0.016252958,0.010123378,0.007366964,50,48,21,4,23,33,24,94,58,42,(107.1047)
2017/10/25,114,97,72,80,64,137,154,163,95,97,5505.8278 ,8.613562404,-0.065082725,0.020705333,0.017617696,0.013077053,0.014530059,0.011624047,0.024882725,0.027970363,0.029604994,0.017254445,0.017617696,-0.005842978,-0.004505897,-0.002409462,0.001766447,-0.001479928,0.002759132,0.010952214,-0.00068731,-0.006741145,-0.001782993,-42,-33,-19,5,-13,7,54,-15,-46,-17,(370.2521)
2017/10/26,104,46,44,61,39,84,63,101,63,50,5669.6225 ,8.642877822,0.029315418,0.018343373,0.008113415,0.007760658,0.010759094,0.006878765,0.014815801,0.011111851,0.017814237,0.011111851,0.008818929,-0.002361961,-0.009504281,-0.005316395,-0.003770965,-0.004745282,-0.010066924,-0.016858512,-0.011790757,-0.006142594,-0.008798767,-10,-51,-28,-19,-25,-53,-91,-62,-32,-47,163.7948 
2017/10/27,86,58,57,41,60,49,74,64,65,40,5893.1384 ,8.681543973,0.038666151,0.014593243,0.009841954,0.009672266,0.006957244,0.010181332,0.008314755,0.012556976,0.010860088,0.011029777,0.006787555,-0.00375013,0.00172854,0.001911608,-0.00380185,0.003302567,-0.006501047,0.001445126,-0.006954149,-8.20743E-05,-0.002031374,-18,12,13,-20,21,-35,11,-37,2,-10,223.5159 
2017/10/28,116,75,68,66,72,93,180,104,80,92,5772.5050 ,8.660861404,-0.020682568,0.020095262,0.012992626,0.011779981,0.011433511,0.012472921,0.016110857,0.031182303,0.018016442,0.013858801,0.015937622,0.005502019,0.003150672,0.002107716,0.004476267,0.002291589,0.007796102,0.018625327,0.007156354,0.002829025,0.009150067,30,17,11,25,12,44,106,40,15,52,(120.6334)
2017/10/29,55,33,34,21,30,36,76,46,39,32,5776.6970 ,8.661587336,0.000725932,0.009521012,0.005712607,0.005885716,0.003635295,0.005193279,0.006231935,0.013156307,0.007963028,0.006751263,0.005539498,-0.01057425,-0.007280019,-0.005894265,-0.007798216,-0.007279642,-0.009878922,-0.018025996,-0.010053414,-0.007107538,-0.010398124,-61,-42,-34,-45,-42,-57,-104,-58,-41,-60,4.1920 
2017/10/30,83,28,50,30,35,43,31,43,39,41,6155.4340 ,8.725090551,0.063503215,0.013484021,0.004548826,0.008122904,0.004873742,0.005686033,0.006985697,0.005036201,0.006985697,0.006335865,0.006660781,0.003963009,-0.001163781,0.002237188,0.001238447,0.000492754,0.000753762,-0.008120107,-0.000977331,-0.000415398,0.001121284,28,-5,16,9,5,7,-45,-3,0,9,378.7371 
2017/10/31,113,69,75,64,87,71,59,106,102,67,6105.8742 ,8.717006574,-0.008083977,0.018506768,0.011300593,0.012283253,0.01048171,0.014248574,0.011628147,0.009662826,0.017360331,0.016705225,0.01097304,0.005022748,0.006751767,0.004160349,0.005607967,0.008562541,0.004642449,0.004626625,0.010374634,0.010369359,0.004312258,30,41,25,34,52,28,28,63,63,26,(49.5598)
2017/11/1,49,58,44,21,52,42,30,78,70,56,6388.6452 ,8.762277501,0.045270927,0.007669858,0.009078607,0.006887219,0.003287082,0.008139441,0.006574164,0.004695831,0.012209161,0.01095694,0.008765552,-0.010836911,-0.002221986,-0.005396034,-0.007194628,-0.006109133,-0.005053983,-0.004966995,-0.00515117,-0.005748285,-0.002207488,-64,-11,-31,-43,-35,-29,-29,-28,-32,-11,282.7709 
2017/11/2,186,164,125,95,322,166,164,228,160,175,6665.3067 ,8.804671246,0.042393745,0.027905693,0.024605019,0.018753826,0.014252908,0.048309855,0.024905081,0.024605019,0.034206978,0.024004897,0.026255356,0.020235835,0.015526412,0.011866606,0.010965826,0.040170414,0.018330917,0.019909188,0.021997817,0.013047957,0.017489804,137,106,81,74,270,124,134,150,90,119,276.6615 
2017/11/3,185,159,101,101,267,138,93,146,118,175,7068.0201 ,8.863335677,0.058664432,0.026174232,0.022495692,0.014289716,0.014289716,0.037775784,0.019524562,0.013157857,0.020656421,0.016694916,0.024759409,-0.00173146,-0.002109328,-0.00446411,3.68085E-05,-0.010534071,-0.005380518,-0.011447162,-0.013550557,-0.007309981,-0.001495947,-1,-5,-24,6,-55,-28,-71,-82,-42,0,402.7134 
2017/11/4,140,102,78,71,128,89,110,129,96,83,7197.7201 ,8.881519597,0.018183919,0.019450604,0.014171154,0.010836765,0.009864235,0.017783409,0.012365027,0.015282617,0.017922342,0.013337557,0.011531429,-0.006723629,-0.008324537,-0.003452951,-0.004425481,-0.019992375,-0.007159536,0.00212476,-0.002734079,-0.003357359,-0.01322798,-45,-57,-23,-30,-139,-49,17,-17,-22,-92,129.7000 
2017/11/5,110,46,57,18,45,56,35,48,62,40,7437.5433 ,8.914295874,0.032776277,0.01478983,0.006184838,0.007663821,0.002420154,0.006050385,0.007529368,0.004705855,0.006453744,0.008336086,0.00537812,-0.004660774,-0.007986316,-0.003172944,-0.007444081,-0.011733024,-0.004835659,-0.010576762,-0.011468598,-0.005001471,-0.006153309,-30,-56,-21,-53,-83,-33,-75,-81,-34,-43,239.8233 
2017/11/6,104,81,52,48,64,75,72,117,55,84,7377.0124 ,8.906124007,-0.008171867,0.014097848,0.010980055,0.007048924,0.006506699,0.008675599,0.010166717,0.009760049,0.015860079,0.007455593,0.011386723,-0.000691982,0.004795217,-0.000614897,0.004086545,0.002625214,0.002637349,0.005054194,0.009406335,-0.000880493,0.006008604,-6,35,-5,30,19,19,37,69,-7,44,(60.5309)
2017/11/7,88,85,79,55,87,112,66,67,85,68,6989.0717 ,8.852103018,-0.05402099,0.012591086,0.012161844,0.011303361,0.007869429,0.012448005,0.016025018,0.009443314,0.009586395,0.012161844,0.009729475,-0.001506762,0.001181789,0.004254437,0.001362729,0.003772406,0.005858301,-0.000316734,-0.006273684,0.004706251,-0.001657248,-16,4,27,7,23,37,-6,-50,30,-16,(387.9407)
2017/11/8,153,141,93,70,202,132,102,150,137,109,7092.1272 ,8.866740607,0.01463759,0.021573217,0.0198812,0.013113132,0.009870099,0.028482287,0.018612187,0.014382145,0.021150213,0.019317194,0.015369155,0.008982131,0.007719356,0.001809771,0.002000671,0.016034281,0.002587169,0.00493883,0.011563818,0.00715535,0.005639679,65,56,14,15,115,20,36,83,52,41,103.0556 
2017/11/9,95,70,59,78,52,65,69,52,47,64,7415.8783 ,8.91137869,0.044638083,0.012810351,0.009439206,0.007955902,0.010517972,0.007011981,0.008764977,0.00930436,0.007011981,0.006337752,0.008630131,-0.008762866,-0.010441994,-0.00515723,0.000647873,-0.021470305,-0.009847211,-0.005077785,-0.014138231,-0.012979442,-0.006739024,-58,-71,-34,8,-150,-67,-33,-98,-90,-45,323.7510 
2017/11/10,93,97,107,58,72,104,115,165,112,105,7158.0371 ,8.875991069,-0.035387621,0.012992389,0.013551201,0.014948232,0.00810278,0.010058624,0.014529123,0.016065857,0.023051012,0.015646748,0.014668826,0.000182038,0.004111995,0.00699233,-0.002415192,0.003046642,0.005764146,0.006761497,0.016039031,0.009308995,0.006038695,-2,27,48,-20,20,39,46,113,65,41,(257.8412)
2017/11/11,88,158,110,56,219,119,78,171,94,134,6719.3979 ,8.812753824,-0.063237245,0.013096412,0.023514012,0.016370515,0.00833408,0.032592206,0.01770992,0.011608183,0.025448709,0.013989349,0.019942263,0.000104023,0.009962811,0.001422282,0.0002313,0.022533583,0.003180797,-0.004457674,0.002397697,-0.001657399,0.005273437,-5,61,3,-2,147,15,-37,6,-18,29,(438.6392)
2017/11/12,119,205,122,86,312,165,151,169,169,172,6362.8510 ,8.758231832,-0.054521992,0.018702308,0.032218262,0.019173795,0.013515954,0.049034623,0.025931772,0.0237315,0.026560421,0.026560421,0.027031907,0.005605896,0.00870425,0.00280328,0.005181874,0.016442417,0.008221851,0.012123317,0.001111712,0.012571072,0.007089644,31,47,12,30,93,46,73,-2,75,38,(356.5468)
2017/11/13,91,111,88,101,158,109,78,145,97,93,5716.3016 ,8.651077299,-0.107154533,0.015919384,0.01941815,0.015394569,0.017668767,0.027640249,0.019068273,0.013645186,0.025366051,0.016969014,0.016269261,-0.002782924,-0.012800112,-0.003779226,0.004152813,-0.021394374,-0.006863498,-0.010086314,-0.001194369,-0.009591407,-0.010762647,-28,-94,-34,15,-154,-56,-73,-24,-72,-79,(646.5495)
2017/11/14,61,94,88,102,108,81,122,157,86,111,6550.2275 ,8.787255066,0.136177767,0.009312654,0.014350647,0.013434648,0.015571978,0.016487977,0.012365983,0.018625307,0.023968633,0.013129315,0.016945976,-0.00660673,-0.005067503,-0.001959921,-0.002096789,-0.011152272,-0.006702291,0.004980121,-0.001397418,-0.003839699,0.000676716,-30,-17,0,1,-50,-28,44,12,-11,18,833.9260 
2017/11/15,88,120,120,63,150,110,63,148,100,104,6635.4126 ,8.800176135,0.012921069,0.013262174,0.018084783,0.018084783,0.009494511,0.022605979,0.016577718,0.009494511,0.022304566,0.015070653,0.015673479,0.003949521,0.003734137,0.004650136,-0.006077467,0.006118002,0.004211735,-0.009130796,-0.001664067,0.001941338,-0.001272497,27,26,32,-39,42,29,-59,-9,14,-7,85.1851 
2017/11/16,59,105,102,58,141,90,136,134,74,109,7301.4299 ,8.895825487,0.095649352,0.008080609,0.014380745,0.013969866,0.007943649,0.019311286,0.012326353,0.018626488,0.018352569,0.010135001,0.014928583,-0.005181566,-0.003704039,-0.004114917,-0.001550862,-0.003294693,-0.004251365,0.009131977,-0.003951997,-0.004935652,-0.000744896,-29,-15,-18,-5,-9,-20,73,-14,-26,5,666.0173 
2017/11/17,63,105,98,51,61,107,127,170,115,106,7815.0307 ,8.963804171,0.067978684,0.008061389,0.013435648,0.012539938,0.006525886,0.007805472,0.013691565,0.016250736,0.021752954,0.014715233,0.013563606,-1.92203E-05,-0.000945097,-0.001429928,-0.001417763,-0.011505814,0.001365212,-0.002375753,0.003400384,0.004580232,-0.001364976,4,0,-4,-7,-80,17,-9,36,41,-3,513.6008 
