"Date","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10","Topic11","Topic12","Topic13","Topic14","Topic15","Topic16","Topic17","Topic18","Topic19","Topic20","Topic21","Topic22","Topic23","Topic24","Topic25","Topic26","Topic27","Topic28","Topic29","Topic30","Topic31","Topic32","Topic33","Topic34","Topic35","Topic36","Topic37","Topic38","Topic39","Topic40","Topic41","Topic42","Topic43","Topic44","Topic45","Topic46","Topic47","Topic48","Topic49","Topic50","Topic51","Topic52","Topic53","Topic54","Topic55","Topic56","Topic57","Topic58","Topic59","Topic60","Topic61","Topic62","Topic63","Topic64","Topic65","Topic66","Topic67","Topic68","Topic69","Topic70","Topic71","Topic72","Topic73","Topic74","Topic75","Topic76","Topic77","Topic78","Topic79","Topic80","Topic81","Topic82","Topic83","Topic84","Topic85","Topic86","Topic87","Topic88","Topic89","Topic90","Topic91","Topic92","Topic93","Topic94","Topic95","Topic96","Topic97","Topic98","Topic99","Topic100"
2018-01-13,27,15,12,19,5,10,67,149,16,9,9,8,121,8,8,43,35,13,20,18,16,15,7,6,15,9,11,17,66,6,9,23,12,4,17,112,5,9,14,16,87,7,14,19,11,7,53,20,27,7,7,10,13,13,6,3,3,46,11,12,56,4,9,13,60,73,14,14,15,23,15,4,7,5,39,19,5,39,37,21,5,26,12,16,108,21,153,21,3,14,13,12,6,42,73,13,17,10,112,59
2018-01-14,40,0,3,7,6,5,23,19,11,10,4,4,62,6,6,20,10,9,2,6,2,7,6,7,5,3,3,1,32,3,3,6,14,4,6,40,5,4,4,6,26,4,13,3,2,4,24,5,10,5,15,7,6,4,5,3,4,17,5,2,20,2,5,6,29,32,2,6,4,11,8,12,4,6,8,3,5,26,13,9,8,10,4,5,19,5,44,6,4,7,7,4,2,14,30,10,8,4,36,16
2018-01-15,28,4,3,14,2,4,20,38,11,6,1,4,73,5,6,21,16,9,1,8,8,2,5,1,4,2,8,8,42,8,6,1,17,2,3,45,3,6,9,4,72,6,4,4,10,5,30,6,10,5,21,0,2,6,2,3,6,23,5,5,19,6,2,6,38,36,6,7,11,7,6,1,7,5,17,5,8,31,7,21,6,18,3,4,35,15,29,4,6,5,14,4,4,14,53,5,3,5,45,25
2018-01-16,27,6,2,6,5,6,24,9,17,5,3,8,57,11,7,29,14,7,7,5,2,7,4,6,6,8,5,10,28,8,8,6,8,3,5,63,4,10,6,5,66,2,5,8,5,8,27,10,5,9,17,6,9,13,3,6,7,24,11,7,15,4,5,10,36,37,6,14,6,10,7,9,5,5,12,9,11,32,9,21,5,14,8,11,36,16,40,4,2,6,7,6,5,20,35,4,7,4,51,22
2018-01-17,45,12,5,5,0,2,18,25,12,3,5,11,71,2,1,26,8,7,5,6,7,8,4,2,12,5,3,15,28,8,10,3,4,10,4,39,1,2,13,1,80,2,8,5,7,10,29,8,5,2,18,2,2,5,6,3,11,11,3,2,17,6,6,8,22,23,9,10,9,2,6,24,4,8,9,10,8,39,3,15,6,17,4,5,28,19,31,7,3,4,9,5,2,13,43,11,6,7,33,30
2018-01-18,11,3,7,10,6,17,34,59,8,8,5,16,85,3,0,48,24,11,10,3,2,9,5,8,9,4,4,9,56,6,7,11,10,25,4,67,3,2,1,6,85,4,7,8,6,11,29,6,10,7,34,7,4,7,7,8,3,29,12,4,23,17,16,9,32,45,6,10,12,10,11,8,6,13,21,3,4,23,20,15,6,21,3,9,40,23,37,11,3,4,6,6,6,15,44,6,10,5,56,30
2018-01-19,28,2,5,3,1,2,12,20,11,4,4,6,44,15,1,19,11,7,2,3,2,5,5,2,5,8,2,7,19,2,15,6,4,9,4,21,4,8,7,3,43,4,5,5,4,6,14,2,5,3,32,4,3,10,3,3,4,16,4,0,16,1,2,3,26,19,2,11,5,1,9,11,1,1,17,5,0,21,7,13,1,9,2,4,22,6,21,3,3,4,3,2,1,12,28,4,3,2,26,13
2018-01-20,4,2,3,5,0,2,15,20,2,0,2,0,30,6,2,14,7,1,0,6,3,1,2,0,1,1,2,2,10,3,3,0,2,2,3,20,2,3,1,3,62,0,1,2,4,0,7,2,0,0,2,3,1,3,1,3,1,0,1,4,3,0,1,3,3,16,1,3,1,4,2,3,2,1,5,2,2,11,3,5,1,7,4,3,8,4,8,1,2,3,1,0,0,4,22,2,1,2,15,7
2018-01-21,24,3,3,6,1,2,18,96,11,2,1,2,67,7,2,18,7,6,3,2,3,4,4,3,2,2,9,5,23,6,1,10,2,3,4,48,2,6,4,5,50,4,5,6,4,2,9,7,8,1,7,4,2,8,4,1,3,24,6,5,21,2,1,4,24,49,0,2,8,3,4,5,6,4,11,5,1,24,10,11,3,17,2,3,27,5,20,3,5,6,4,5,1,14,32,6,6,1,33,7
2018-01-22,22,8,7,11,7,2,19,121,9,7,5,4,80,7,1,15,18,6,7,4,8,10,6,7,4,2,4,7,31,11,6,5,10,9,2,64,3,5,3,5,76,1,7,8,4,10,23,10,9,5,15,9,3,4,2,3,3,20,8,4,12,10,9,7,24,30,1,11,6,2,7,5,3,3,16,3,6,25,11,15,3,23,1,5,46,9,34,7,9,12,3,8,3,7,30,7,10,4,44,21
2018-01-23,14,2,6,1,5,4,15,108,5,2,3,8,77,1,2,8,21,8,3,8,9,7,8,3,1,5,11,4,21,1,4,5,5,5,2,45,4,3,4,10,28,13,1,4,4,10,32,8,6,3,12,6,1,5,0,5,3,16,4,6,8,2,4,4,11,29,5,8,5,5,4,3,5,5,13,4,4,13,9,12,1,15,7,5,30,7,18,3,3,3,4,0,1,13,22,10,1,1,25,20
2018-01-24,28,10,3,7,8,7,19,40,11,9,4,7,103,6,3,28,14,5,5,5,9,4,6,9,11,1,7,6,49,11,9,5,5,8,4,66,3,2,6,8,57,2,3,7,6,11,35,7,12,8,16,5,7,6,3,5,9,21,3,5,14,5,6,8,28,40,4,12,3,7,7,9,7,8,10,4,6,28,15,36,6,20,3,8,33,17,40,4,9,12,9,7,9,11,41,9,5,4,41,26
2018-01-25,36,11,6,18,29,10,42,405,24,9,14,25,180,7,8,30,26,19,7,13,14,11,17,9,11,4,6,11,74,9,24,21,11,9,13,137,3,11,5,7,66,6,15,7,42,15,69,9,14,5,51,18,6,16,14,20,13,53,5,7,29,13,15,13,47,119,9,19,9,8,12,8,11,10,34,9,9,44,16,23,7,20,9,11,84,27,74,7,7,13,9,8,10,24,56,11,18,15,121,49
2018-01-26,20,2,6,7,5,7,10,75,4,2,9,13,40,13,1,19,12,1,1,7,6,6,20,1,4,2,2,3,13,7,1,6,1,3,4,29,3,1,4,2,19,1,8,5,3,13,18,4,3,3,46,4,1,7,1,5,4,14,2,2,9,4,4,6,20,19,1,12,3,6,3,7,8,1,3,1,0,25,5,4,3,7,3,3,27,20,11,1,6,9,3,3,4,6,23,6,4,2,25,22
2018-01-27,33,7,4,4,7,1,24,31,3,4,6,2,29,5,4,26,14,8,3,7,1,3,0,4,3,3,2,6,22,2,3,10,6,3,5,25,5,6,3,3,28,4,2,7,12,3,14,5,5,7,20,3,2,4,0,4,7,8,6,6,12,4,6,3,13,17,3,4,2,4,4,6,5,1,5,7,6,10,10,7,3,9,1,2,16,9,18,4,5,3,4,2,2,7,19,2,3,1,20,11
2018-01-28,28,9,5,9,3,5,38,29,6,3,5,12,70,2,6,20,12,11,8,6,2,9,2,4,7,1,0,2,32,3,3,5,2,4,17,63,4,11,2,13,19,2,4,5,29,8,11,8,6,3,71,3,0,3,1,6,10,12,6,0,14,6,3,8,51,35,6,13,7,6,4,9,3,2,8,9,7,13,11,5,2,12,5,3,43,13,48,2,1,4,2,11,6,9,27,3,4,5,50,18
2018-01-29,15,4,1,3,1,3,17,12,3,8,3,5,42,0,2,14,18,5,4,1,2,2,10,1,3,3,0,2,40,5,4,1,6,3,7,43,3,2,9,6,51,2,1,5,5,1,25,1,4,0,17,3,2,3,3,3,1,11,3,2,4,7,5,2,5,16,1,1,4,3,8,5,3,3,9,2,1,11,8,59,1,7,4,2,18,4,7,2,5,4,4,2,6,10,18,4,3,6,41,6
2018-01-30,34,6,5,7,6,2,27,30,8,18,16,7,67,4,7,33,16,6,5,6,6,4,5,7,4,1,6,5,31,3,17,8,5,5,10,48,5,8,11,5,29,6,11,11,5,6,26,9,11,3,12,5,1,4,4,0,10,28,25,3,27,3,5,5,25,30,2,2,7,6,6,8,4,1,13,6,6,37,18,27,3,22,6,6,24,13,49,6,6,6,9,8,7,12,50,8,2,4,41,19
2018-01-31,28,4,3,6,2,3,23,218,10,30,6,7,84,6,3,20,18,13,3,2,8,3,5,9,11,4,6,8,29,1,9,4,5,1,4,59,3,7,0,8,42,5,1,8,8,10,32,11,15,4,7,10,1,7,3,2,9,22,7,2,19,5,4,7,12,37,5,8,5,7,4,8,3,2,9,4,7,38,5,27,2,32,4,12,50,12,20,4,10,3,7,2,6,15,39,6,3,5,32,33
2018-02-01,43,10,10,14,2,4,16,19,4,9,8,8,74,4,3,20,15,7,6,10,1,4,8,3,9,3,5,14,33,11,10,2,5,2,5,62,4,5,5,5,37,7,9,4,1,1,17,5,8,2,56,6,2,10,4,8,7,7,7,3,14,2,2,10,14,27,2,4,4,4,8,6,2,3,5,2,6,29,7,15,3,21,2,8,15,38,28,7,4,6,10,2,5,17,21,9,5,4,24,26
2018-02-02,28,4,3,2,0,0,12,7,11,3,2,5,41,1,2,20,13,2,7,6,4,5,1,3,5,2,3,4,26,2,5,2,3,1,2,34,2,1,4,5,38,4,4,6,6,3,27,2,5,4,7,1,2,5,1,4,5,17,4,1,8,3,5,10,13,14,5,4,3,5,6,4,0,1,18,6,4,23,8,11,3,27,1,7,12,8,15,5,4,2,3,4,3,6,23,3,3,1,14,15
2018-02-03,8,6,4,1,7,2,9,7,4,2,3,3,47,3,1,24,13,4,2,8,2,3,4,3,9,6,5,7,12,3,4,4,3,4,8,42,2,3,1,5,40,4,11,6,4,1,17,4,9,5,2,5,4,3,3,2,6,9,6,1,21,3,4,3,13,14,5,7,2,3,4,7,2,1,24,3,5,14,3,18,4,8,2,6,17,10,14,1,2,4,2,1,4,7,32,4,2,3,25,16
2018-02-04,22,3,5,4,4,2,39,3,5,11,3,1,46,1,5,24,10,2,3,2,4,15,1,2,4,5,1,4,21,3,2,3,4,0,3,35,1,4,10,8,27,2,7,3,4,4,19,3,1,3,10,5,5,10,5,15,4,19,4,3,15,5,12,7,44,17,6,7,2,4,5,10,4,1,13,2,3,14,6,21,2,9,3,4,14,6,77,3,15,8,4,4,6,11,24,8,4,2,29,12
2018-02-05,36,9,5,7,6,5,35,19,15,11,2,4,79,7,9,26,17,4,6,8,3,22,7,4,7,5,8,10,27,7,12,7,6,8,10,65,14,11,5,8,49,10,10,7,8,10,45,7,9,6,19,5,4,10,15,13,9,24,6,0,20,6,11,12,40,22,9,9,7,5,8,9,6,2,13,4,12,21,12,20,9,24,1,5,27,23,66,11,16,5,8,12,11,12,40,7,7,6,43,29
2018-02-06,35,9,6,11,13,10,23,23,9,5,9,6,85,11,3,32,39,6,3,8,10,12,5,5,9,3,3,6,25,3,15,7,5,8,8,68,7,7,9,12,91,12,8,13,4,9,36,6,8,4,23,1,8,6,4,3,4,19,7,4,10,6,6,6,18,39,6,11,9,8,4,13,9,3,17,4,5,49,30,26,2,28,12,7,37,9,28,6,4,14,4,7,6,18,46,9,15,6,48,27
2018-02-07,8,6,2,7,4,4,9,18,4,3,3,1,30,2,0,12,13,6,1,4,2,5,6,5,3,0,2,6,11,4,3,1,4,3,0,29,3,3,2,5,49,5,2,4,2,5,12,5,3,1,6,0,1,2,6,0,7,12,2,2,5,3,1,1,15,19,3,3,4,8,2,4,2,0,9,0,4,19,10,13,2,14,2,4,13,6,17,4,1,2,3,0,1,5,22,5,5,2,14,7
2018-02-08,42,4,7,9,7,5,17,48,9,12,6,11,66,4,8,28,17,11,2,1,5,17,2,4,5,2,10,5,43,5,14,17,9,2,5,76,4,6,6,8,44,6,5,9,11,15,29,6,8,6,8,4,5,12,7,5,8,12,3,5,26,12,7,12,12,43,6,8,13,8,5,10,3,4,39,4,5,31,19,10,3,12,4,4,40,23,12,6,6,11,7,12,7,14,53,9,4,9,27,27
2018-02-09,18,8,10,6,5,2,22,66,8,7,9,6,67,12,2,35,30,8,6,14,8,8,11,8,7,1,14,8,40,5,11,8,9,7,8,66,4,12,9,8,39,6,3,5,14,3,23,7,12,6,13,6,4,7,3,9,8,25,3,11,26,9,6,11,25,42,9,6,7,10,6,12,4,3,45,2,7,21,15,19,5,17,10,9,37,22,31,7,8,11,7,6,3,6,43,10,8,6,50,21
2018-02-10,32,7,3,3,7,3,29,9,7,4,3,1,67,6,3,15,13,5,5,5,4,5,5,0,5,3,3,7,32,5,9,7,7,5,9,49,5,7,5,5,27,3,8,5,15,11,25,10,16,4,7,8,17,5,6,7,3,9,6,9,31,3,9,7,25,35,8,3,4,14,2,9,5,6,28,6,5,37,8,9,5,17,2,5,24,12,20,5,5,9,15,6,8,12,38,7,3,3,35,21
2018-02-11,17,3,6,2,2,4,16,24,3,3,3,3,35,9,2,15,11,7,3,6,3,7,3,6,6,2,3,2,15,1,4,1,5,5,4,36,6,1,3,4,28,4,2,6,5,4,17,5,4,5,8,3,1,3,0,2,3,15,0,1,22,1,0,6,10,20,1,3,2,3,1,4,2,1,9,3,2,11,5,28,4,11,6,4,22,9,11,1,5,4,6,5,1,7,23,5,6,3,23,13
2018-02-12,10,5,14,7,6,1,23,14,18,6,7,3,62,7,0,24,20,8,1,6,3,6,4,4,10,15,11,4,48,8,10,14,6,9,5,68,9,5,5,5,25,7,6,4,12,9,36,3,7,6,13,10,5,3,8,4,2,27,13,2,53,2,4,7,20,26,7,14,9,6,7,18,7,5,38,2,9,26,8,19,7,18,4,18,35,9,22,4,7,5,2,3,9,9,47,2,5,4,62,22
2018-02-13,14,5,4,3,3,2,22,47,10,1,5,1,55,5,3,16,12,1,1,3,2,2,3,6,2,2,3,4,18,3,7,2,2,2,5,44,1,2,5,5,10,2,1,2,2,5,22,3,6,5,17,2,4,3,1,3,6,14,0,4,18,5,3,4,14,24,5,4,3,6,2,5,3,1,18,1,5,15,4,12,2,13,1,2,19,7,18,3,1,1,1,3,2,7,19,9,4,2,22,19
2018-02-14,29,6,4,10,10,1,34,12,3,3,4,5,53,8,4,30,13,4,2,9,0,4,2,7,10,2,16,10,31,4,6,5,5,11,5,61,6,4,10,10,67,14,6,9,5,1,24,4,11,10,4,3,8,7,3,6,7,17,7,5,25,5,7,8,21,41,5,7,5,10,7,7,8,9,14,6,7,22,10,10,4,16,6,5,27,4,32,3,7,6,7,8,7,12,51,17,4,9,36,24
2018-02-15,24,17,6,6,9,7,33,192,14,9,8,12,139,6,16,22,18,16,10,7,7,5,10,4,4,7,8,6,44,12,12,11,7,3,7,122,9,18,4,4,35,5,7,9,8,6,44,15,9,3,21,4,7,8,9,8,6,39,5,6,18,2,10,9,32,96,5,30,13,10,6,18,4,7,24,5,7,35,12,25,6,25,7,13,100,19,57,9,18,11,4,13,7,18,40,17,4,6,60,36
2018-02-16,6,3,2,3,1,3,14,87,4,7,3,2,48,4,2,10,19,3,3,9,5,0,3,4,6,5,2,4,20,4,11,6,2,5,4,36,4,7,3,8,23,2,5,3,5,3,5,2,7,5,0,2,4,3,3,2,0,10,4,4,6,2,3,5,16,38,3,1,8,12,3,14,4,1,11,2,5,16,5,9,3,13,6,6,24,20,26,5,16,6,2,2,2,10,26,0,3,18,19,13
2018-02-17,3,5,3,2,1,8,15,8,4,2,1,4,39,4,3,7,9,4,5,5,1,4,4,4,7,4,2,3,16,3,2,6,1,9,6,29,3,3,2,8,15,2,3,4,2,6,16,7,9,3,7,8,1,3,3,3,5,7,3,4,15,0,1,2,17,15,1,8,5,6,7,8,6,9,23,5,2,12,7,13,5,19,6,0,13,13,25,5,3,5,4,3,1,9,21,1,4,5,20,11
2018-02-18,2,0,10,4,5,7,18,0,9,5,2,6,45,8,4,11,11,3,4,4,3,2,2,2,3,1,5,8,35,2,4,4,5,3,4,50,8,9,5,5,35,5,1,5,6,4,26,4,2,3,5,4,5,5,1,3,8,12,5,4,26,5,2,7,27,17,1,5,5,4,8,9,7,5,26,3,4,13,10,17,7,14,3,10,9,18,37,3,9,3,9,4,2,15,35,4,2,3,48,13
2018-02-19,13,1,5,0,2,0,10,10,5,2,3,6,20,2,1,5,17,3,1,2,2,2,1,4,0,2,2,3,11,5,3,0,2,1,4,25,2,2,5,0,23,3,2,3,2,2,10,4,2,2,0,2,2,3,6,2,2,9,0,2,20,1,3,5,15,12,3,3,1,2,2,3,2,2,8,4,5,13,3,4,1,6,3,3,9,2,12,2,1,5,1,6,5,6,15,3,1,1,15,8
2018-02-20,10,0,1,5,7,5,8,1,0,1,4,2,23,2,2,8,7,2,4,1,2,4,6,3,2,4,1,1,24,2,1,3,4,5,1,28,3,0,2,3,24,0,1,4,2,7,9,2,4,4,18,2,5,2,7,3,2,7,3,1,19,2,3,4,10,15,3,3,4,2,6,1,2,1,19,4,6,12,5,10,3,15,3,5,8,10,15,4,3,7,0,5,6,6,21,3,5,0,20,10
2018-02-21,12,3,1,1,1,2,15,29,7,1,3,2,50,6,5,18,17,3,3,7,4,2,2,1,3,4,1,8,18,3,2,3,4,4,3,45,3,1,5,6,20,4,3,1,2,4,21,2,4,6,9,7,1,7,1,0,0,12,2,4,11,2,1,2,18,27,3,10,2,7,5,3,5,3,15,5,7,17,7,7,2,13,1,8,22,2,25,4,2,4,7,1,4,5,25,4,9,2,25,13
2018-02-22,16,7,4,5,4,2,32,43,7,15,14,3,58,3,3,8,11,3,5,9,5,13,1,7,9,6,8,6,27,0,4,4,4,5,5,45,1,7,4,1,23,5,8,14,2,7,20,7,7,5,18,3,7,6,4,3,5,12,9,5,18,3,2,3,17,29,3,13,7,5,5,11,3,2,23,5,4,22,13,22,3,14,4,2,26,9,35,4,2,5,4,4,14,12,44,7,5,6,56,18
2018-02-23,12,6,5,0,4,3,12,9,5,2,4,2,37,12,1,12,6,5,1,13,3,2,1,7,5,4,3,7,22,4,24,15,7,12,4,45,1,1,2,1,20,2,3,4,7,4,18,5,9,6,6,1,2,3,2,2,5,8,5,2,19,5,12,6,16,23,3,10,15,4,2,4,5,5,92,5,4,13,7,8,4,23,4,4,21,9,24,6,4,3,1,2,4,12,25,7,4,7,31,13
2018-02-24,30,5,3,1,2,2,12,0,5,1,1,7,40,1,1,12,6,4,8,5,2,3,3,1,3,5,1,5,33,2,9,4,8,5,5,32,3,2,6,1,27,1,3,2,3,1,28,6,2,7,8,6,2,3,2,2,4,9,2,4,11,5,5,4,19,15,6,9,8,4,6,3,1,0,24,1,4,17,11,17,1,14,4,4,9,6,15,6,3,8,2,4,3,9,23,8,1,0,28,12
2018-02-25,15,3,3,6,1,2,12,51,6,5,5,3,48,1,2,3,10,6,2,4,2,4,4,3,1,1,5,3,13,5,8,3,2,4,1,34,1,0,3,4,15,1,3,4,5,2,23,5,4,1,21,3,3,1,6,5,6,15,2,4,9,2,2,3,9,19,5,5,4,3,6,5,4,1,18,6,4,16,5,4,3,19,4,4,18,9,16,3,3,6,5,5,2,7,15,5,7,2,39,12
2018-02-26,34,4,7,2,3,2,20,11,13,2,6,6,47,4,5,23,14,5,6,9,6,11,5,5,8,2,3,2,30,4,4,10,4,2,4,43,0,2,3,11,30,4,3,6,7,0,19,5,7,5,4,6,3,3,2,2,8,21,7,2,22,9,3,12,14,20,2,5,5,10,4,7,4,6,40,17,4,17,7,15,9,24,2,3,17,9,8,4,1,4,1,5,5,9,32,6,5,2,30,19
2018-02-27,16,7,3,0,5,4,10,106,7,20,9,6,77,2,4,12,20,10,4,12,3,9,8,9,9,3,5,8,23,4,7,6,3,2,3,65,2,6,4,4,13,8,5,5,6,4,16,10,8,2,3,8,4,12,3,3,5,23,7,2,19,2,4,2,21,34,5,11,6,5,6,10,2,5,40,6,1,32,8,11,6,17,4,9,51,14,13,9,1,3,2,2,5,7,35,6,8,3,44,26
2018-02-28,43,6,3,4,4,8,13,158,5,7,4,5,93,6,6,18,21,15,3,6,8,6,7,0,8,8,5,7,19,3,8,6,0,5,3,63,6,4,2,7,28,6,5,4,3,2,18,10,9,7,3,8,8,10,6,3,3,15,4,3,14,1,6,4,19,37,3,2,4,8,4,15,6,5,13,7,3,31,8,9,5,18,4,4,43,5,20,5,2,13,14,8,12,12,30,11,6,9,47,20
2018-03-01,9,5,2,2,1,1,8,40,5,0,4,1,23,1,0,6,2,3,0,5,3,0,5,0,5,1,1,2,16,1,5,2,3,2,1,27,4,3,6,4,17,1,1,3,1,2,10,2,3,1,5,0,2,3,3,2,2,7,2,3,8,0,2,1,11,15,4,2,1,3,2,8,3,1,11,6,1,11,3,4,4,13,4,5,19,4,13,5,4,1,2,6,5,7,10,5,0,1,13,7
2018-03-02,9,3,6,6,3,3,14,70,8,8,5,6,50,7,6,16,13,8,2,6,8,8,8,1,2,4,2,7,26,1,8,4,6,6,5,56,5,1,2,1,33,8,5,10,12,4,46,4,6,6,9,4,4,4,4,3,7,15,5,2,29,10,5,5,13,30,9,8,3,6,8,12,5,5,45,6,7,14,8,32,4,9,3,10,30,8,21,8,5,4,2,12,6,6,25,9,5,4,44,17
2018-03-03,2,5,1,0,1,1,13,35,1,2,1,2,35,3,1,7,7,5,3,4,2,5,3,3,8,0,0,3,16,5,4,4,7,1,2,34,2,5,4,5,23,4,2,3,3,1,21,6,4,11,3,2,0,6,3,3,2,7,0,6,16,3,2,5,22,26,3,2,7,6,3,1,3,2,9,2,3,23,7,4,4,11,3,2,16,4,16,4,2,2,3,6,1,9,26,10,4,2,29,8
2018-03-04,19,0,0,10,2,3,10,8,2,0,1,3,24,1,2,9,4,3,2,1,2,4,6,6,3,1,2,10,8,3,3,2,1,1,5,21,1,4,1,1,11,2,4,4,4,1,8,1,4,1,2,1,1,3,2,0,3,3,4,5,4,2,1,1,8,12,1,3,1,6,5,3,0,0,4,2,3,7,3,8,5,11,0,5,7,3,10,2,4,3,4,1,1,3,8,5,3,4,9,3
2018-03-05,5,6,2,2,1,1,9,78,2,3,9,3,39,2,4,13,22,6,1,3,5,7,5,2,5,4,2,2,27,2,7,9,9,4,4,49,4,7,2,2,25,2,1,2,2,0,15,3,2,3,1,6,4,2,3,6,7,15,4,4,16,6,3,6,12,32,1,1,6,3,2,7,3,1,26,5,2,11,7,6,0,8,5,4,31,6,6,4,2,8,4,4,6,3,33,6,0,1,24,15
2018-03-06,57,5,3,7,6,6,28,127,8,7,7,12,67,9,3,18,19,8,4,7,8,11,14,9,12,1,0,16,36,4,9,4,4,11,6,85,5,1,5,9,37,9,3,6,9,8,30,13,4,2,10,4,6,14,6,8,8,13,1,10,28,4,7,6,22,42,7,2,2,9,7,14,6,6,20,5,8,34,5,20,4,15,9,9,42,13,27,5,5,3,7,7,1,25,36,13,12,4,43,19
2018-03-07,53,4,4,2,3,6,15,58,11,4,2,5,86,5,6,20,18,4,4,5,10,6,6,7,6,5,2,4,33,4,9,2,8,6,3,39,2,5,4,6,35,2,8,8,5,4,24,7,6,7,11,3,5,5,1,1,5,10,12,6,17,6,8,6,24,32,7,2,8,7,5,3,3,5,16,0,11,35,7,7,2,17,3,5,31,7,25,9,2,6,4,5,3,15,37,7,7,5,36,21
2018-03-08,16,4,1,4,2,6,5,16,2,4,2,2,30,4,1,8,12,2,1,6,3,2,7,4,3,2,2,2,19,2,7,2,7,5,1,24,1,2,1,1,22,2,0,2,2,1,14,3,3,2,4,0,0,4,1,3,5,2,1,2,16,4,2,5,8,7,0,6,5,4,7,1,1,1,21,6,7,20,2,5,4,15,1,3,11,6,6,1,2,1,5,6,3,8,18,4,6,2,16,8
2018-03-09,22,6,3,0,3,3,19,11,4,2,2,2,37,4,4,14,12,3,4,6,1,2,8,3,6,4,5,5,17,4,3,1,2,4,5,40,1,4,4,4,28,1,1,4,2,1,21,4,14,4,9,0,2,2,0,2,2,7,2,3,16,4,5,6,35,23,2,1,2,4,5,6,3,2,12,3,2,11,4,14,4,8,0,3,14,7,11,1,5,4,5,4,0,5,28,6,1,4,42,17
2018-03-10,16,2,4,2,0,1,11,12,4,1,4,2,22,1,2,14,3,3,5,8,2,3,3,1,1,1,2,5,11,2,2,2,2,3,2,23,3,1,1,3,23,3,2,3,1,1,9,3,2,1,16,2,2,6,1,1,5,4,1,6,5,5,4,3,5,10,1,1,1,2,2,3,2,0,2,2,2,15,6,7,1,7,0,1,7,3,7,1,3,1,2,2,2,9,11,2,3,1,13,8
2018-03-11,23,5,3,6,0,1,16,1,6,0,4,2,20,4,3,6,3,2,2,2,4,9,2,4,3,2,5,1,17,3,4,3,7,2,0,36,4,2,5,1,10,8,6,4,4,3,29,7,2,4,4,3,8,1,1,2,2,6,3,5,11,3,4,2,13,7,5,3,0,3,1,4,3,3,10,5,4,25,4,12,3,5,1,1,10,3,22,3,2,4,2,2,4,8,14,4,8,3,18,13
2018-03-12,14,3,4,13,2,2,13,21,7,3,6,5,35,1,3,17,17,5,3,6,4,6,5,1,7,0,7,1,22,4,4,6,4,6,4,37,4,7,5,5,46,6,5,0,3,3,18,5,2,1,1,3,3,7,3,6,6,9,2,3,20,7,5,3,13,19,4,5,12,2,14,4,1,0,16,2,3,20,6,10,3,22,4,6,19,8,14,2,2,2,3,1,1,13,27,5,2,1,20,24
2018-03-13,13,6,2,6,2,6,14,17,6,2,3,6,41,4,9,16,20,8,5,6,2,2,8,5,5,3,4,3,28,2,7,3,1,3,3,45,3,8,4,1,27,7,5,4,3,2,25,4,3,7,3,3,2,3,4,2,6,11,3,1,18,3,2,6,13,13,5,5,3,5,4,2,4,2,19,6,4,22,7,37,4,18,3,6,13,7,26,3,3,2,2,2,3,5,17,6,4,1,43,20
2018-03-14,13,8,6,6,4,8,34,94,10,7,7,8,82,2,3,24,23,9,4,8,5,10,5,12,2,4,6,7,27,9,10,11,11,3,3,65,11,4,6,10,30,3,8,3,5,4,17,8,9,5,19,7,2,7,7,5,5,33,10,7,20,10,7,7,41,50,4,9,7,7,1,6,6,4,18,6,8,20,11,11,8,26,1,4,45,9,42,7,5,3,6,1,4,9,43,11,8,3,47,25
2018-03-15,13,3,4,9,2,6,35,3,14,11,3,4,67,12,1,21,16,6,11,9,6,6,9,13,10,7,7,7,42,7,7,5,3,6,9,53,8,4,10,9,55,5,10,8,2,5,31,3,10,1,16,4,4,5,3,4,8,29,16,7,27,8,6,14,46,47,6,9,7,4,10,5,10,8,21,4,3,24,14,14,12,19,8,4,22,13,46,9,4,8,6,9,4,20,44,7,3,10,77,27
2018-03-16,33,2,4,9,5,4,22,81,8,2,2,6,69,4,1,19,15,7,8,10,3,3,4,7,4,7,7,6,40,2,9,4,6,3,5,58,3,4,5,4,18,4,9,6,4,8,15,2,6,4,16,2,1,4,8,1,7,19,8,3,13,11,5,3,23,27,2,11,6,8,7,8,15,5,14,6,7,20,8,13,2,16,1,8,29,20,26,11,4,2,5,6,4,9,26,8,5,6,21,22
2018-03-17,14,6,3,6,6,6,21,30,2,3,4,2,62,4,2,7,8,3,5,2,2,7,0,2,5,0,23,5,26,3,6,1,9,1,6,41,0,2,4,3,12,6,5,6,0,6,11,4,5,0,27,4,2,3,2,7,4,23,2,3,14,4,3,4,33,24,3,8,5,2,7,6,20,2,11,3,3,15,3,10,3,13,4,3,21,23,24,2,1,1,5,0,3,6,24,4,0,4,43,13
2018-03-18,37,18,15,15,4,9,29,167,15,8,13,6,162,11,7,23,15,4,7,19,6,6,8,8,12,7,3,13,51,8,12,8,18,8,7,109,6,10,7,19,59,10,11,7,9,6,48,15,10,7,15,8,7,7,2,6,9,36,7,15,31,6,8,4,58,63,8,12,7,17,10,10,5,10,21,11,8,31,12,27,7,20,6,4,87,34,55,10,6,13,3,4,9,20,46,13,8,10,62,25
